,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,EstDur,Event,RatingDiff
8397,True,81,resign,white,10+0,2090,2236,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 h3 Nf6 Nf3 Bf5 Bd3 e6 Bxf5 Qxf5 O-O Nbd7 Qe2 Bd6 Re1 O-O Ne5 Bxe5 dxe5 Nd5 Nxd5 cxd5 f4 Rfc8 c3 Nc5 Be3 Ne4 g4 Qg6 Qf3 h5 Bd4 hxg4 hxg4 a5 Kg2 b5 a3 b4 Rh1 bxc3 bxc3 Rab8 Ra2 Rb3 Qh3 Qh6 Qxh6 gxh6 Rxh6 Nxc3 Bxc3 Rcxc3 f5 Kg7 Rh4 Rxa3 f6+ Kg6 Rxa3 Rxa3 Rh8 Rc3 Rg8+ Kh6 g5+ Kh5 g6 Rc2+ Kf3 Rc3+ Ke2 Rc2+ Kd3,B01,Scandinavian Defense: Main Line,6,600,Rapid,-146
1234,True,55,mate,white,10+0,1152,1284,d4 d5 c4 e6 Nf3 Nc6 e3 Nf6 Nc3 Bd6 a3 dxc4 Bxc4 e5 dxe5 Nxe5 Nxe5 Bxe5 Qxd8+ Kxd8 Bxf7 Bf5 f3 Rf8 Bb3 Ke7 Bd2 Rfd8 O-O-O Rac8 e4 Be6 Bxe6 Kxe6 Kc2 c5 h3 a6 Rhe1 b5 f4 Bxc3 f5+ Ke5 Bxc3+ Kf4 Rf1+ Kxe4 Rde1+ Kd5 Re6 Re8 Rd1+ Kc4 b3#,D30,Queen's Gambit Declined,4,600,Rapid,-132
17312,True,33,resign,white,15+10,1664,1883,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 O-O Be7 Qf3 b5 Bb3 Bb7 a3 O-O Bxe6 fxe6 Nxe6 Qc8 Nxf8 Bxf8 Bg5 Nbd7 Nd5 Ne5 Nxf6+ Kf7 Qb3+,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11,1300,Rapid,-219
3149,True,62,mate,black,10+0,1881,1825,Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 d6 d4 Nbd7 Nc3 Rb8 e4 b6 Re1 e5 b3 exd4 Nxd4 Bb7 Bb2 Re8 Qd2 Ne5 Rad1 Qd7 f4 Nc6 Nxc6 Bxc6 Nd5 Nxd5 exd5 Bb7 Bxg7 Kxg7 Rxe8 Rxe8 Re1 Bc8 Re3 Re7 Qe1 Rxe3 Qxe3 Qf5 Be4 Qg4 Bc2 Bd7 Qe7 h5 Qg5 Qf3 Qe7 Bh3 Be4 Qe2 Qxc7 Qf1#,A05,King's Indian Attack: Symmetrical Defense,4,600,Rapid,56
3553,False,68,mate,black,7+5,1287,2126,a3 e5 Ra2 d5 b3 Nc6 Bb2 Be6 c3 Nf6 Qc2 Be7 d3 a5 Nd2 O-O e3 b5 Ne2 e4 f3 exd3 Qd1 dxe2 Qxe2 Rb8 Kf2 Ne5 g3 c6 Bg2 Qb6 h3 Ra8 Rh2 b4 a4 bxc3 Bxc3 Bc5 Bb2 d4 Ra3 Bxa3 Bxa3 dxe3+ Qxe3 Qxe3+ Kxe3 Rfd8 Kf2 Rxd2+ Kg1 Bxb3 f4 Nc4 Bf3 Nxa3 g4 Rxh2 h4 Ra2 f5 Rd8 g5 Ne4 Bxe4 Rd1#,A00,Anderssen Opening,1,620,Rapid,-839
11063,True,54,resign,black,10+0,1652,1622,d4 c6 Bf4 d5 e3 h6 Bd3 Nf6 Nf3 Bg4 c3 Bxf3 Qxf3 e6 Nd2 Nbd7 O-O Be7 e4 O-O e5 Nh7 Qg3 Bg5 Bxh7+ Kxh7 Nf3 Bxf4 Qxf4 f5 exf6 Rxf6 Qe3 Qe7 Rae1 Re8 Ne5 Rf5 Nxd7 Qxd7 Qh3 Qe7 Re3 Rf6 Rfe1 Qf7 f4 Kg8 f5 Kf8 Rxe6 Rexe6 Rxe6 Rxf5,A40,Queen's Pawn,1,600,Rapid,30
15710,True,29,resign,white,10+0,1850,1872,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O h6 a3 d5 exd5 Nxd5 Re1 f6 Nh4 g5 Qh5+ Ke7 Ng6+ Ke6 Bxd5+ Kxd5 Nc3+ Kd6 Ne4+ Kd5 c4+,C50,Italian Game: Giuoco Pianissimo |  Normal,8,600,Rapid,-22
11044,True,94,outoftime,black,5+8,1777,1640,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 c3 O-O d4 exd4 cxd4 Bb6 d5 Ne7 Bg5 h6 Bxf6 gxf6 Nc3 Ng6 Bd3 d6 Qd2 Bg4 Qxh6 Bxf3 gxf3 Qd7 Kh1 Qe7 Rfg1 Qe5 h4 Bxf2 Rg2 Bg3 Rag1 Bf4 h5 Bxh6 hxg6 Qh5+ Rh2 Qxf3+ Rgg2 Bf4 Be2 Qxg2+ Rxg2 fxg6 Rxg6+ Kf7 Bh5 Rfh8 Rh6+ Kg8 Rxh8+ Kxh8 Bf7 Kg7 Be6 Be5 Nb5 c6 Na3 Bxb2 dxc6 Bxa3 c7 b5 c8=Q Rxc8 Bxc8 a5 Bd7 b4 Kg2 Kg6 Kf3 Bc1 Be6 Kg7 Ke2 Kf8 Kd3 a4 Kc2 Bf4 Kd3 Ke7 Kc4 Kxe6,C53,Italian Game: Classical Variation |  Albin Gambit,9,620,Rapid,137
16011,True,81,resign,white,45+0,1847,1812,e4 e6 d4 d5 exd5 exd5 c4 Nf6 Nc3 Bb4 a3 Bxc3+ bxc3 O-O Bf4 c6 Nf3 Qa5 Qb3 Re8+ Kd1 Ne4 Be3 Nxc3+ Kc2 Bf5+ Kb2 Na4+ Kc1 Qc3+ Qxc3 Nxc3 Nd2 b5 cxb5 Nxb5 a4 Nd6 Ra3 Nd7 Bd3 Bxd3 Rxd3 Rab8 Rc3 Rec8 Bf4 Ne4 Nxe4 Rb4 Nd6 Rcb8 Rd1 Rb1+ Kd2 R1b2+ Ke3 Nf6 h3 Ra2 Rxc6 Rxa4 Rdc1 Rb3+ R1c3 Rxc3+ Rxc3 h6 Be5 Rb4 Bxf6 gxf6 Rc7 a5 Ra7 a4 Nxf7 a3 Nxh6+ Kf8 Rxa3,C01,French Defense: Exchange Variation |  Monte Carlo Variation,7,2700,Classical,35
13127,True,169,mate,white,15+0,1868,1868,e4 d6 Nf3 Nd7 d4 e5 d5 Ngf6 Nc3 b6 Bg5 Be7 Nh4 h6 Bxf6 Bxf6 Nf5 Bb7 Qg4 g6 Ne3 h5 Qf3 c6 g3 cxd5 Ncxd5 Bg5 O-O-O O-O Kb1 Rc8 Nc4 Bxd5 exd5 Nf6 h4 Bh6 Bh3 Kg7 Bxc8 b5 Ba6 bxc4 Bxc4 Qb8 Qe2 Rc8 f3 Rc5 g4 Qb4 Bb3 hxg4 fxg4 Qxg4 Qxg4 Nxg4 Rdg1 f5 h5 Be3 Rf1 Nf2 Rhg1 Ng4 Rh1 Nf2 Rh4 Ne4 Rd1 Nd2+ Ka1 f4 c3 g5 h6+ Kh7 Rh5 f3 Rdh1 f2 Rxg5 Bxg5 Bc2+ e4 b4 Bxh6 bxc5 f1=Q+ Rxf1 Nxf1 Bxe4+ Kg7 c6 Nd2 c7 Nxe4 c8=Q Bc1 Qg4+ Ng5 Qd7+ Kf6 Qxd6+ Kf5 Qf8+ Ke5 c4 Kd4 d6 Ke5 d7 Ne6 Qb8+ Kf6 Qxa7 Bg5 Qf2+ Ke7 Qa7 Kf6 c5 Kg6 c6 Bd8 Qb8 Bf6+ Kb1 Bd8 c7 Bxc7 Qg8+ Kf6 Qh7 Bd8 Qd3 Ke7 a4 Nc5 Qb5 Nxd7 a5 Bc7 a6 Bb6 Qc6 Bc5 Qb7 Kd6 a7 Bxa7 Qxa7 Nc5 Kb2 Nd7 Kc3 Nc5 Kc4 Kc6 Qxc5+ Kd7 Kd5 Ke8 Qc7 Kf8 Ke6 Ke8 Qc8#,C41,Philidor Defense: Hanham Variation,6,900,Rapid,0
13720,True,138,draw,draw,10+0,1944,2090,e4 e5 f4 d6 Nf3 Nc6 Bc4 Be7 O-O Nf6 fxe5 dxe5 Nc3 O-O a3 Bc5+ Kh1 Ng4 Qe2 Nd4 Nxd4 Qxd4 Nd5 Nf2+ Rxf2 Qxf2 Qxf2 Bxf2 Nxc7 Rb8 d3 Bb6 Nd5 Be6 Bd2 Bxd5 Bxd5 Bc7 Rf1 Bd6 c3 Rbe8 d4 exd4 cxd4 Re7 Bc3 Rfe8 e5 Bb8 Bb3 g6 Bb4 Rd7 Ba4 Rdd8 Bxe8 Rxe8 g3 Rd8 Bc3 a6 Kg2 Ba7 Rd1 Kf8 Kf3 Ke7 Ke4 b5 d5 Rd7 Bb4+ Ke8 Rc1 Rd8 Rc6 Bg1 h3 Bh2 g4 Ra8 Rc7 a5 Bd6 f5+ gxf5 gxf5+ Kxf5 Rd8 Re7+ Kf8 Rxh7+ Kg8 Rb7 b4 axb4 axb4 h4 Bg3 h5 Re8 e6 Bxd6 h6 Rf8+ Ke4 Rf6 Rd7 Bc5 h7+ Kh8 Ke5 Rf8 e7 Bxe7 Rxe7 Rf1 d6 Re1+ Kd5 Rd1+ Kc4 Rxd6 Kxb4 Rb6+ Kc3 Rc6+ Kb3 Rb6+ Kc2 Rc6+ Kb3 Rb6+ Ka3 Ra6+ Kb3 Rb6+,C30,King's Gambit,3,600,Rapid,-146
1871,True,123,draw,draw,15+10,1879,1863,d4 d5 Nf3 Nf6 e3 e6 c4 c6 Nc3 Nbd7 Bd3 Be7 O-O O-O Qc2 dxc4 Bxc4 c5 dxc5 Bxc5 a3 a6 Rd1 b5 Be2 Bb7 b4 Bb6 Bb2 Rc8 Ne5 Qc7 Nxd7 Nxd7 Rd2 Nf6 Qd1 h6 Rc1 Qe7 Bf3 Rfd8 Bxb7 Rxd2 Qxd2 Qxb7 Qe2 Qc6 Nd1 Qd7 Rxc8+ Qxc8 Qd3 Nd5 Nc3 Nf6 Ne4 Nxe4 Qxe4 Qd8 Qg4 g6 Qe2 Qd5 Qc2 e5 h3 Kh7 Qc3 f6 Kh2 Qd6 Qb3 Kg7 g3 Qd2 Kg2 Qd7 Qc2 Qd5+ Kg1 Qd7 Kg2 a5 Bc3 a4 Bb2 Qe6 Qd3 Qc6+ Kh2 Kf7 Kg1 Bc7 e4 Ke6 Qc3 Qxc3 Bxc3 f5 f3 Bb6+ Kf1 Bd4 Bd2 g5 Bc1 f4 g4 Kf6 Ke2 Kg6 Kd3 h5 Kc2 hxg4 hxg4 Kf6 Bb2 Bxb2 Kxb2 Ke6 Kc3,D46,Semi-Slav Defense: Bogoljubov Variation,12,1300,Rapid,16
18512,True,24,resign,black,10+0,1063,1678,e4 e5 Nf3 Nc6 c4 Nf6 d3 Bb4+ Bd2 d6 Qb3 Bc5 Na3 b6 d4 Nxd4 Nxd4 Bxd4 Qb4 Nxe4 Bd3 Nxf2 Rf1 Nxd3+,C44,King's Pawn Game: Dresden Opening,5,600,Rapid,-615
11121,True,65,mate,white,5+8,1550,1564,e4 Nf6 d3 e5 c4 Bb4+ Nc3 Nc6 a3 Ba5 b4 Bb6 Nf3 d5 cxd5 Nxd5 exd5 Nd4 Nxe5 c6 Nf3 cxd5 Be2 Qf6 Be3 a5 O-O a4 Nxd5 Qe6 Nxb6 Nb3 Nxa8 Nxa1 Qxa1 Qb3 Qxg7 Rf8 Bc5 Qxa3 Qxf8+ Kd7 Ne5+ Ke6 Qxc8+ Kxe5 Qxb7 Qb3 d4+ Kf6 Qe7+ Kg7 Nc7 h6 Ne6+ Kg6 Nf4+ Kg7 Qf8+ Kf6 Qxh6+ Kf5 Bd3+ Kg4 h3#,B02,Alekhine Defense: Maroczy Variation,3,620,Rapid,-14
9645,True,42,mate,black,10+0,1444,1400,e4 e5 Nf3 Nc6 d4 f5 exf5 e4 Ne5 d5 Nxc6 bxc6 g4 Nf6 h3 c5 Nc3 c6 a3 Bd6 Be3 Qb6 dxc5 Bxc5 Bxc5 Qxc5 Na4 Qa5+ Nc3 O-O Be2 Qb6 b4 e3 O-O exf2+ Rxf2 Ne4 Na4 Qxf2+ Kh1 Ng3#,C44,Scotch Game,5,600,Rapid,44
13826,False,88,mate,black,10+0,1500,1536,e3 d5 d4 e6 Nc3 c6 Nf3 f6 g3 Bb4 Bh3 Bxc3+ bxc3 Bd7 Nh4 g5 Ng2 h5 g4 f5 gxh5 g4 Nh4 gxh3 O-O Qxh4 c4 Nf6 Ba3 Nxh5 e4 Qxe4 f3 Qg4+ Kf2 Qg2+ Ke1 Qxh2 f4 Qg3+ Ke2 Nxf4+ Kd2 h2 cxd5 cxd5 c4 Nc6 cxd5 Nxd5 Qb3 Qxb3 axb3 O-O-O b4 Rh4 b5 Nxd4 Bd6 f4 Rfc1+ Bc6 bxc6 Nxc6 Rxc6+ bxc6 Rxa7 Rxd6 Ra8+ Kb7 Ra1 h1=N Rb1+ Kc7 Kd3 Ne3+ Ke4 Ng3+ Kf3 e5 Kf2 Rd2+ Kf3 Rd1 Rb2 Rf1+ Rf2 e4#,D00,Queen's Pawn Game #2,3,600,Rapid,-36
4315,False,81,resign,white,15+5,989,1362,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nh6 O-O Bc5 Nc3 O-O d3 Rb8 Bg5 Ng4 Bxd8 Rxd8 Bxc6 bxc6 d4 d5 dxc5 Rb5 Nxb5 axb5 exd5 cxd5 Re1 f6 h3 Nh6 g4 c6 g5 fxg5 Nxg5 d4 b4 Kf8 Nxh7+ Kf7 Ng5+ Kf8 a4 Nf7 Nh7+ Ke8 axb5 cxb5 Ra5 Bd7 Nf6+ Kf8 Nxd7+ Rxd7 Ra8+ Ke7 f4 Nh6 Rxe5+ Kf6 Rf8+ Kg6 Qg4+ Nxg4 hxg4 Kh6 g5+ Kg6 Re6+ Kh5 Rb8 Kg4 Re4 Kf5 Rbe8 Rd5 c6 Rc5 R8e5+,C68,Ruy Lopez: Columbus Variation,7,1100,Rapid,-373
3819,True,59,resign,white,5+8,1664,1568,e4 c5 Nf3 d6 Nc3 Nf6 Bc4 Bg4 h3 Bh5 d3 Nc6 Be3 e6 g4 Bg6 h4 h6 Qd2 Nxg4 h5 Bh7 O-O-O Nxe3 Qxe3 d5 exd5 Na5 Bb5+ Ke7 dxe6 fxe6 Ne5 a6 Bd7 Nc6 Bxe6 Nxe5 Qxe5 Qd6 Nd5+ Ke8 Qe3 Rd8 Rhe1 Be7 Nxe7 Qxe7 Qh3 Kf8 Bf5 Bxf5 Qxf5+ Qf7 Qxc5+ Kg8 Re7 Qxf2 Qxf2,B50,Sicilian Defense,4,620,Rapid,96
12878,True,93,resign,white,15+15,1608,1500,e4 e5 Nf3 Nc6 Bb5 d6 d4 Bd7 d5 Nce7 Bxd7+ Qxd7 c4 g6 Bg5 Bg7 Qd2 h6 Be3 c5 Nc3 a6 a3 Nf6 Qe2 g5 h3 Ng6 g3 O-O h4 Qg4 hxg5 hxg5 Bxg5 Nh7 Bh4 f5 Ng5 Qxe2+ Kxe2 Nxg5 Bxg5 f4 Rh5 Kf7 Rah1 Rh8 Rh7 Rxh7 Rxh7 Rh8 Rxh8 Bxh8 Na4 Bf6 Bxf6 Kxf6 Nb6 Ne7 gxf4 exf4 Nd7+ Kg5 Kf3 Ng6 Nb6 Ne5+ Ke2 Kg4 b3 f3+ Ke3 Kh3 Nc8 Kg2 Nxd6 Ng4+ Kf4 Nxf2 Nf5 Nh3+ Kg4 f2 d6 f1=Q Ne3+ Kg1 Nxf1 Nf2+ Kf5 Nxe4 Kxe4,C62,Ruy Lopez: Steinitz Defense,6,1500,Classical,108
12963,True,117,resign,white,10+0,1817,1856,d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 f4 g6 Nf3 Bg7 e4 Bxf1 Rxf1 O-O Qe2 Nbd7 e5 dxe5 fxe5 Ng4 e6 Nde5 exf7+ Rxf7 Nxe5 Nxe5 Rxf7 Kxf7 Bf4 Qc7 O-O-O Nd3+ Rxd3 Qxf4+ Kc2 Qf5 Qf3 Rd8 Qxf5+ gxf5 Na4 c4 Rd1 Be5 Nc3 Rg8 g3 Rg4 Rf1 Kf6 a4 Rd4 a5 Rd3 g4 f4 a6 Bxc3 bxc3 Rxd5 Rxf4+ Kg6 Rxc4 Ra5 Rc7 Rxa6 Rxe7 Ra2+ Kd3 Rxh2 Re2 Rh1 Rc2 Kg5 c4 Kxg4 c5 Rd1+ Ke2 Rd7 c6 Rc7 Kf2 h5 Kg2 Kf5 Kh3 Ke6 Kh4 Kd6 Kxh5 Rxc6 Rd2+ Kc7 Rg2 Rc5+ Kh6 Kd6 Rg6+ Ke7 Rg7+ Kf8 Ra7 Rc6+ Kh5 Rc5+ Kg4 Rc4+ Kf3 Rg4 Kxg4,A58,Benko Gambit Accepted |  Fully Accepted Variation,9,600,Rapid,-39
15756,True,56,mate,black,10+0,1364,1453,d4 d5 Nf3 f6 e3 Nc6 c3 g5 Bb5 Rb8 Bxc6+ bxc6 Qa4 Qd6 Qxa7 Rb7 Qa8 Qd7 e4 dxe4 Nfd2 f5 O-O Bg7 Nc4 Nf6 Ne5 Qe6 Rd1 Ng4 d5 cxd5 Bxg5 Nxe5 Qa4+ Bd7 Qa8+ Bc8 Qa4+ c6 c4 Qd6 Qa8 O-O Qxc8 Rxc8 cxd5 Ng4 Nc3 Qxh2+ Kf1 Rxb2 Bxe7 Rxf2+ Ke1 Qg1#,D02,Queen's Pawn Game: Zukertort Variation,3,600,Rapid,-89
11038,False,37,draw,draw,5+8,1458,1500,e4 Nf6 Nc3 d5 e5 Ng8 d4 e6 Nce2 Bb4+ c3 Ba5 f4 g6 a4 Nc6 b4 Bb6 a5 Nxa5 bxa5 Bxa5 Rxa5 c6 Raa1 Qc7 Nf3 c5 g3 cxd4 cxd4 Ne7 Bg2 Nc6 Qc2 Nb4 Qxc7,B02,Alekhine Defense: Scandinavian Variation,4,620,Rapid,-42
5399,True,53,resign,black,10+0,1503,2041,e4 e6 Nf3 d5 d4 dxe4 Ne5 Bd6 Bf4 Nf6 Nc3 a6 f3 exf3 Qxf3 Nbd7 Nxf7 Kxf7 O-O-O Rf8 Be5 Kg8 Bd3 Qe7 Rhf1 Bxe5 dxe5 Nxe5 Qe3 Nxd3+ Rxd3 Bd7 h3 Bc6 Rf2 Rad8 Rxd8 Rxd8 a3 e5 Rf5 e4 g4 Nd5 Nxd5 Rxd5 Rxd5 Bxd5 Qa7 e3 Qb8+ Kf7 g5,C01,French Defense: Carlson Gambit,7,600,Rapid,-538
9249,True,45,resign,black,10+3,1305,1479,d4 d5 c4 dxc4 Nc3 Nf6 e3 e6 a3 b5 b4 a5 Bb2 axb4 Nxb5 bxa3 Rxa3 Bxa3 Bxa3 c6 Nd6+ Kd7 Bb4 Na6 Nxf7 Qe8 Nxh8 Nxb4 Qb1 Rb8 Bxc4 Qxh8 Nf3 Qd8 Ne5+ Ke7 Qxb4+ Rxb4 Nxc6+ Kd7 Nxd8 Rxc4 Nf7 Rc1+ Ke2,D20,Queen's Gambit Accepted,4,720,Rapid,-174
9455,True,37,resign,white,10+0,2081,1599,b4 c6 Bb2 a5 bxa5 Rxa5 e3 d5 c4 dxc4 Bxc4 Rc5 Qb3 e6 Ba3 Ra5 Bxf8 Kxf8 Nf3 b5 Be2 Ra4 Nc3 Ra8 O-O Ne7 Rfd1 f6 d4 Kf7 e4 Qc7 d5 cxd5 Nxb5 Qb7 Nd6+,A00,Polish Opening: Outflank Variation,2,600,Rapid,482
6456,True,69,mate,white,10+12,1689,1630,d4 e6 c4 c5 d5 Qa5+ Nc3 Qb4 a3 Qxc4 dxe6 Qxe6 Nf3 f6 Bf4 Nc6 e3 g5 Bg3 Nge7 Bd3 c4 Bc2 d5 O-O Ne5 Nd4 Qb6 Qb1 Bf5 Nxf5 O-O-O Nxe7+ Bxe7 Rd1 Bc5 Nxd5 Qc6 Nb4 Nf3+ gxf3 Qxf3 Be4 Rxd1+ Qxd1 Qxe4 Qe2 Re8 Rc1 f5 Rxc4 Qb1+ Kg2 f4 Rxc5+ Kd7 Qg4+ Kd6 Rxg5 fxg3 Qxg3+ Re5 Qxe5+ Kd7 Rg7+ Kd8 Qd6+ Ke8 Qe7#,A40,Horwitz Defense,2,1080,Rapid,59
8858,True,70,resign,black,15+0,1781,1930,Nf3 d5 e4 dxe4 Ng5 e5 Nxe4 f5 Nec3 Bc5 Bc4 Bxf2+ Kf1 Bc5 d3 Qd4 Qe2 Nc6 Nd2 Qd6 Nf3 Kf8 Bg5 Nd4 Nxd4 Qxd4 Re1 c6 Be3 Qxe3 Qxe3 Bxe3 Rxe3 e4 dxe4 b5 Bb3 Nf6 e5 Ng4 Rd3 Ke7 h3 Nxe5 Re3 Kf6 Kf2 Re8 Rhe1 a5 a3 Bb7 g4 a4 Ba2 fxg4 Ne4+ Kg6 Kg3 Nf3 Rd1 Rad8 Nd6 Rxe3 Bf7+ Kg5 h4+ Nxh4+ Kh2 Rxd6,A06,Zukertort Opening: Tennison Gambit,3,900,Rapid,-149
16460,True,66,mate,black,10+0,961,974,h4 e5 e4 h5 f3 g6 g4 g5 hxg5 hxg4 fxg4 Qxg5 Rxh8 Nf6 Bh3 Nxe4 Ne2 Qh4+ Kf1 Qxh8 d4 Qxh3+ Ke1 Qh1+ Ng1 Qg2 c4 Qxg1+ Ke2 Ng3+ Kd2 Ne4+ Kd3 Qxd1+ Kxe4 Qxc1 a4 Qh1+ Kxe5 Bg7+ Kf5 d6+ Kg5 Nd7 c5 dxc5 dxc5 Nxc5 Kf4 Qf1+ Kg3 Be5+ Kh4 Bxg4 Kg5 Bxb2 Ra3 Bxa3 Kh6 Bc1+ Kg7 Ke7 Kh7 Bf5+ Kg7 Qg1#,A00,Kadas Opening,1,600,Rapid,-13
14951,False,67,resign,white,30+0,1592,1500,e4 d5 exd5 Qxd5 d4 e5 Nf3 e4 c4 Qd6 c5 Qd5 Nc3 Qf5 Qe2 Ne7 Nh4 Qg4 Qxe4 Qxe4+ Nxe4 f5 Nc3 g5 Nf3 b6 cxb6 axb6 Nxg5 c6 Bc4 Ra5 Bf7+ Kd7 Be6+ Kc7 Bf4+ Kb7 Bxc8+ Kxc8 Bxb8 Kxb8 O-O Bh6 Nf7 Bg7 Nxh8 Bxh8 Rfe1 Ng6 h4 Bxd4 h5 Nf4 Ne2 Be5 Nxf4 Bxf4 a3 b5 Re8+ Kc7 Rf8 Bd6 Rxf5 Bxa3 bxa3,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1800,Classical,92
12180,True,111,resign,white,10+0,1929,1916,e4 c5 Nf3 g6 c3 Bg7 Bc4 Nc6 a4 e6 O-O Nge7 d3 O-O Bg5 h6 Bh4 g5 Bg3 Ng6 Bd6 Re8 Bxc5 d6 Be3 a6 Nbd2 Rb8 d4 b5 axb5 axb5 Bd3 b4 Qc2 e5 d5 Nce7 cxb4 Rxb4 Ra8 Qd7 Ra7 Rb7 Ra8 Rc7 Qb3 Rb7 Qc2 Qc7 Rc1 Qxc2 Rxc2 Bd7 Rxe8+ Bxe8 Nc4 Rd7 Nb6 Rd8 Rc7 g4 Nd2 h5 Ndc4 Bb5 Bf1 Rb8 g3 f5 Bg5 Bxc4 Nxc4 Rc8 Rxe7 Nxe7 Bxe7 fxe4 Bxd6 Rd8 Bxe5 Rxd5 Bxg7 Kxg7 Ne3 Rd2 b4 Rb2 b5 Kf6 Kg2 Ke5 h3 Kd4 hxg4 hxg4 Nxg4 Kd5 Ne3+ Kd4 g4 Ke5 Kg3 Rb3 Bc4 Rb4 Bf1 Rb3 g5 Ke6 Bc4+,B27,Sicilian Defense: Hyperaccelerated Dragon,4,600,Rapid,13
12478,True,35,mate,white,15+0,2069,2130,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 c3 Bd6 Bd3 O-O Qc2 Re8+ Ne2 g6 h4 Nd7 h5 Nf8 Bh6 Qe7 hxg6 fxg6 O-O-O Bf5 Bxf5 Qxe2 Qb3+ Kh8 Qf7 Re7 Bg7#,B15,Caro-Kann Defense: Tartakower Variation,10,900,Rapid,-61
16613,True,41,mate,white,5+8,1461,1246,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Qf6 Qxf6 Nxf6 Bd3 Bc5 a3 Ng4 O-O O-O b4 Bd4 c3 Bb6 a4 c6 a5 Bc7 g3 Re8 Re1 d5 Bd2 dxe4 Rxe4 Rxe4 Bxe4 Nf6 Na3 Nxe4 Re1 Nxd2 Re8#,C45,Scotch Game,7,620,Rapid,215
8071,True,52,resign,black,10+0,1848,2122,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Be3 Qc7 Nc3 Nf6 f3 Nc6 Qd2 b5 O-O-O Bb7 Kb1 Rc8 Ndxb5 axb5 Nxb5 Qa5 Nd6+ Bxd6 Qxd6 Qc7 Bc5 Qxd6 Bxd6 Ne7 Bb5 Bc6 Bxc6 Rxc6 e5 Nfd5 g3 O-O h4 Rfc8 c3 Nf5 g4 Nxd6 exd6 Rxd6 g5 Rb6 Kc2 Ne3+,B41,Sicilian Defense: Kan Variation,8,600,Rapid,-274
6517,False,10,resign,white,20+20,1518,1545,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Nc3 Nc6,C00,French Defense: Knight Variation,3,2000,Classical,-27
10742,True,3,outoftime,white,6+20,1427,1399,e4 e5 Nf3,C40,King's Knight Opening,3,1160,Rapid,28
13306,True,61,resign,white,8+3,1618,1545,e4 c5 Bc4 e6 Qh5 Nc6 d3 a6 a3 b5 Bb3 Nf6 Qe2 Bb7 Nf3 d6 Bg5 Be7 Bxf6 Bxf6 c3 O-O O-O Re8 Nbd2 a5 Ba2 b4 a4 bxc3 bxc3 Bxc3 Rab1 Bb4 Qd1 Qd7 Bc4 Ba6 Bxa6 Rxa6 Nc4 d5 Nce5 Nxe5 Nxe5 Qd6 Qh5 g6 Qg5 f6 Qxf6 Rf8 Qg5 dxe4 dxe4 Kg7 Rbd1 Qb6 Rd7+ Kg8 Qe7,B20,Sicilian Defense: Bowdler Attack,3,600,Rapid,73
14917,True,91,mate,white,15+0,1512,1448,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Nc3 Be6 Bg5 Nbd7 Qe2 c6 Ne5 Qe7 Nxd7 Kxd7 O-O-O Rd8 Qf3 Kc8 Bd3 h6 Bxf6 gxf6 Rhe1 Qd6 Bf5 Bxf5 Qxf5+ Kb8 Re2 Rg8 Qh7 Bg7 Rde1 Qf4+ Rd2 f5 Re7 Bxd4 Qxf7 Rgf8 Rxb7+ Kc8 Qe6+ Kxb7 Qe7+ Qc7 Qb4+ Bb6 Re2 Rfe8 Rxe8 Rxe8 Na4 Re1+ Qxe1 Qxh2 Qe7+ Bc7 Nc5+ Kb6 Nd7+ Kb7 Qb4+ Kc8 Nc5 Bb6 Ne6 Qxg2 Qf8+ Kb7 Qe7+ Ka6 Nc7+ Bxc7 Qxc7 Qf1+ Kd2 Qxf2+ Kc3 Qc5+ Kb3 Qc4+ Ka3 Qb4+ Kxb4 h5 Qxc6#,C00,French Defense: Knight Variation,3,900,Rapid,64
8967,True,37,mate,white,4+8,1165,1127,e4 c5 c3 e6 e5 d5 d4 c4 f4 Ne7 g3 Nec6 Na3 Be7 Nh3 g6 Nf2 O-O Nb5 a6 Na3 Qb6 Be2 Re8 Ng4 Bf8 Nf6+ Kh8 Bh5 Rd8 Bxg6 Be7 Qh5 Kg7 Qxh7+ Kf8 Qxf7#,C02,French Defense: Advance Variation #2,7,560,Rapid,38
